block_id,mine_id,x,y,z,volume_m3,density
BLK-1197,DEMO-01,425.0,321.54,192.33,32068.4,3.047
BLK-1198,DEMO-01,425.0,321.54,207.22,32068.4,2.92
BLK-1199,DEMO-01,425.0,321.54,222.11,32068.4,2.914
BLK-1200,DEMO-01,425.0,321.54,237.0,32068.4,2.914
BLK-1201,DEMO-01,425.0,364.62,103.0,32068.4,2.916
BLK-1202,DEMO-01,425.0,364.62,117.89,32068.4,2.923
BLK-1203,DEMO-01,425.0,364.62,132.78,32068.4,2.918
BLK-1204,DEMO-01,425.0,364.62,147.67,32068.4,2.916
BLK-1205,DEMO-01,425.0,364.62,162.56,32068.4,2.987
BLK-1206,DEMO-01,425.0,364.62,177.44,32068.4,3.056
BLK-1207,DEMO-01,425.0,364.62,192.33,32068.4,2.935
BLK-1208,DEMO-01,425.0,364.62,207.22,32068.4,2.916
BLK-1209,DEMO-01,425.0,364.62,222.11,32068.4,2.932
BLK-1210,DEMO-01,425.0,364.62,237.0,32068.4,2.902
BLK-1211,DEMO-01,425.0,407.69,103.0,32068.4,2.94
BLK-1212,DEMO-01,425.0,407.69,117.89,32068.4,2.899
BLK-1213,DEMO-01,425.0,407.69,132.78,32068.4,2.912
BLK-1214,DEMO-01,425.0,407.69,147.67,32068.4,2.913
BLK-1215,DEMO-01,425.0,407.69,162.56,32068.4,2.989
BLK-1216,DEMO-01,425.0,407.69,177.44,32068.4,2.931
BLK-1217,DEMO-01,425.0,407.69,192.33,32068.4,2.911
BLK-1218,DEMO-01,425.0,407.69,207.22,32068.4,2.911
BLK-1219,DEMO-01,425.0,407.69,222.11,32068.4,2.917
BLK-1220,DEMO-01,425.0,407.69,237.0,32068.4,2.912
BLK-1221,DEMO-01,425.0,450.77,103.0,32068.4,2.914
BLK-1222,DEMO-01,425.0,450.77,117.89,32068.4,2.87
BLK-1223,DEMO-01,425.0,450.77,132.78,32068.4,2.917
BLK-1224,DEMO-01,425.0,450.77,147.67,32068.4,2.922
BLK-1225,DEMO-01,425.0,450.77,162.56,32068.4,2.941
BLK-1226,DEMO-01,425.0,450.77,177.44,32068.4,2.936
BLK-1227,DEMO-01,425.0,450.77,192.33,32068.4,2.914
BLK-1228,DEMO-01,425.0,450.77,207.22,32068.4,2.927
BLK-1229,DEMO-01,425.0,450.77,222.11,32068.4,2.902
BLK-1230,DEMO-01,425.0,450.77,237.0,32068.4,2.926
BLK-1231,DEMO-01,425.0,493.85,103.0,32068.4,2.909
BLK-1232,DEMO-01,425.0,493.85,117.89,32068.4,2.901
BLK-1233,DEMO-01,425.0,493.85,132.78,32068.4,2.914
BLK-1234,DEMO-01,425.0,493.85,147.67,32068.4,2.935
BLK-1235,DEMO-01,425.0,493.85,162.56,32068.4,2.921
BLK-1236,DEMO-01,425.0,493.85,177.44,32068.4,2.937
BLK-1237,DEMO-01,425.0,493.85,192.33,32068.4,2.906
BLK-1238,DEMO-01,425.0,493.85,207.22,32068.4,2.93
BLK-1239,DEMO-01,425.0,493.85,222.11,32068.4,2.908
BLK-1240,DEMO-01,425.0,493.85,237.0,32068.4,2.919
BLK-1241,DEMO-01,425.0,536.92,103.0,32068.4,2.919
BLK-1242,DEMO-01,425.0,536.92,117.89,32068.4,2.925
BLK-1243,DEMO-01,425.0,536.92,132.78,32068.4,2.92
BLK-1244,DEMO-01,425.0,536.92,147.67,32068.4,2.906
BLK-1245,DEMO-01,425.0,536.92,162.56,32068.4,2.928
BLK-1246,DEMO-01,425.0,536.92,177.44,32068.4,2.939
BLK-1247,DEMO-01,425.0,536.92,192.33,32068.4,2.909
BLK-1248,DEMO-01,425.0,536.92,207.22,32068.4,2.892
BLK-1249,DEMO-01,425.0,536.92,222.11,32068.4,2.923
BLK-1250,DEMO-01,425.0,536.92,237.0,32068.4,2.912
BLK-1251,DEMO-01,425.0,580.0,103.0,32068.4,2.914
BLK-1252,DEMO-01,425.0,580.0,117.89,32068.4,2.924
BLK-1253,DEMO-01,425.0,580.0,132.78,32068.4,2.91
BLK-1254,DEMO-01,425.0,580.0,147.67,32068.4,2.913
BLK-1255,DEMO-01,425.0,580.0,162.56,32068.4,2.915
BLK-1256,DEMO-01,425.0,580.0,177.44,32068.4,2.936
BLK-1257,DEMO-01,425.0,580.0,192.33,32068.4,2.917
BLK-1258,DEMO-01,425.0,580.0,207.22,32068.4,2.9
BLK-1259,DEMO-01,425.0,580.0,222.11,32068.4,2.9
BLK-1260,DEMO-01,425.0,580.0,237.0,32068.4,2.918
BLK-1261,DEMO-01,475.0,20.0,103.0,32068.4,2.901
BLK-1262,DEMO-01,475.0,20.0,117.89,32068.4,2.896
BLK-1263,DEMO-01,475.0,20.0,132.78,32068.4,2.925
BLK-1264,DEMO-01,475.0,20.0,147.67,32068.4,2.925
BLK-1265,DEMO-01,475.0,20.0,162.56,32068.4,2.912
BLK-1266,DEMO-01,475.0,20.0,177.44,32068.4,2.927
BLK-1267,DEMO-01,475.0,20.0,192.33,32068.4,2.934
BLK-1268,DEMO-01,475.0,20.0,207.22,32068.4,2.928
BLK-1269,DEMO-01,475.0,20.0,222.11,32068.4,2.924
BLK-1270,DEMO-01,475.0,20.0,237.0,32068.4,2.882
BLK-1271,DEMO-01,475.0,63.08,103.0,32068.4,2.913
BLK-1272,DEMO-01,475.0,63.08,117.89,32068.4,2.923
BLK-1273,DEMO-01,475.0,63.08,132.78,32068.4,2.911
BLK-1274,DEMO-01,475.0,63.08,147.67,32068.4,2.917
BLK-1275,DEMO-01,475.0,63.08,162.56,32068.4,2.934
BLK-1276,DEMO-01,475.0,63.08,177.44,32068.4,2.973
BLK-1277,DEMO-01,475.0,63.08,192.33,32068.4,2.978
BLK-1278,DEMO-01,475.0,63.08,207.22,32068.4,2.934
BLK-1279,DEMO-01,475.0,63.08,222.11,32068.4,2.915
BLK-1280,DEMO-01,475.0,63.08,237.0,32068.4,2.914
BLK-1281,DEMO-01,475.0,106.15,103.0,32068.4,2.879
BLK-1282,DEMO-01,475.0,106.15,117.89,32068.4,2.912
BLK-1283,DEMO-01,475.0,106.15,132.78,32068.4,2.898
BLK-1284,DEMO-01,475.0,106.15,147.67,32068.4,2.925
BLK-1285,DEMO-01,475.0,106.15,162.56,32068.4,3.02
BLK-1286,DEMO-01,475.0,106.15,177.44,32068.4,3.107
BLK-1287,DEMO-01,475.0,106.15,192.33,32068.4,2.968
BLK-1288,DEMO-01,475.0,106.15,207.22,32068.4,2.917
BLK-1289,DEMO-01,475.0,106.15,222.11,32068.4,2.946
BLK-1290,DEMO-01,475.0,106.15,237.0,32068.4,2.919
BLK-1291,DEMO-01,475.0,149.23,103.0,32068.4,2.899
BLK-1292,DEMO-01,475.0,149.23,117.89,32068.4,2.909
BLK-1293,DEMO-01,475.0,149.23,132.78,32068.4,2.912
BLK-1294,DEMO-01,475.0,149.23,147.67,32068.4,2.961
BLK-1295,DEMO-01,475.0,149.23,162.56,32068.4,3.227
BLK-1296,DEMO-01,475.0,149.23,177.44,32068.4,3.21
BLK-1297,DEMO-01,475.0,149.23,192.33,32068.4,2.943
BLK-1298,DEMO-01,475.0,149.23,207.22,32068.4,2.911
BLK-1299,DEMO-01,475.0,149.23,222.11,32068.4,2.927
BLK-1300,DEMO-01,475.0,149.23,237.0,32068.4,2.925
BLK-1301,DEMO-01,475.0,192.31,103.0,32068.4,2.932
BLK-1302,DEMO-01,475.0,192.31,117.89,32068.4,2.912
BLK-1303,DEMO-01,475.0,192.31,132.78,32068.4,2.932
BLK-1304,DEMO-01,475.0,192.31,147.67,32068.4,2.916
BLK-1305,DEMO-01,475.0,192.31,162.56,32068.4,3.204
BLK-1306,DEMO-01,475.0,192.31,177.44,32068.4,3.441
BLK-1307,DEMO-01,475.0,192.31,192.33,32068.4,3.017
BLK-1308,DEMO-01,475.0,192.31,207.22,32068.4,2.934
BLK-1309,DEMO-01,475.0,192.31,222.11,32068.4,2.908
BLK-1310,DEMO-01,475.0,192.31,237.0,32068.4,2.91
BLK-1311,DEMO-01,475.0,235.38,103.0,32068.4,2.913
BLK-1312,DEMO-01,475.0,235.38,117.89,32068.4,2.924
BLK-1313,DEMO-01,475.0,235.38,132.78,32068.4,2.91
BLK-1314,DEMO-01,475.0,235.38,147.67,32068.4,2.91
BLK-1315,DEMO-01,475.0,235.38,162.56,32068.4,2.943
BLK-1316,DEMO-01,475.0,235.38,177.44,32068.4,3.311
BLK-1317,DEMO-01,475.0,235.38,192.33,32068.4,3.323
BLK-1318,DEMO-01,475.0,235.38,207.22,32068.4,2.958
BLK-1319,DEMO-01,475.0,235.38,222.11,32068.4,2.907
BLK-1320,DEMO-01,475.0,235.38,237.0,32068.4,2.933
BLK-1321,DEMO-01,475.0,278.46,103.0,32068.4,2.908
BLK-1322,DEMO-01,475.0,278.46,117.89,32068.4,2.935
BLK-1323,DEMO-01,475.0,278.46,132.78,32068.4,2.935
BLK-1324,DEMO-01,475.0,278.46,147.67,32068.4,2.917
BLK-1325,DEMO-01,475.0,278.46,162.56,32068.4,2.898
BLK-1326,DEMO-01,475.0,278.46,177.44,32068.4,3.032
BLK-1327,DEMO-01,475.0,278.46,192.33,32068.4,3.328
BLK-1328,DEMO-01,475.0,278.46,207.22,32068.4,3.116
BLK-1329,DEMO-01,475.0,278.46,222.11,32068.4,2.939
BLK-1330,DEMO-01,475.0,278.46,237.0,32068.4,2.926
BLK-1331,DEMO-01,475.0,321.54,103.0,32068.4,2.933
BLK-1332,DEMO-01,475.0,321.54,117.89,32068.4,2.907
BLK-1333,DEMO-01,475.0,321.54,132.78,32068.4,2.92
BLK-1334,DEMO-01,475.0,321.54,147.67,32068.4,2.901
BLK-1335,DEMO-01,475.0,321.54,162.56,32068.4,2.926
BLK-1336,DEMO-01,475.0,321.54,177.44,32068.4,2.963
BLK-1337,DEMO-01,475.0,321.54,192.33,32068.4,3.259
BLK-1338,DEMO-01,475.0,321.54,207.22,32068.4,3.173
BLK-1339,DEMO-01,475.0,321.54,222.11,32068.4,2.933
BLK-1340,DEMO-01,475.0,321.54,237.0,32068.4,2.905
BLK-1341,DEMO-01,475.0,364.62,103.0,32068.4,2.927
BLK-1342,DEMO-01,475.0,364.62,117.89,32068.4,2.936
BLK-1343,DEMO-01,475.0,364.62,132.78,32068.4,2.909
BLK-1344,DEMO-01,475.0,364.62,147.67,32068.4,2.924
BLK-1345,DEMO-01,475.0,364.62,162.56,32068.4,2.925
BLK-1346,DEMO-01,475.0,364.62,177.44,32068.4,3.016
BLK-1347,DEMO-01,475.0,364.62,192.33,32068.4,3.2
BLK-1348,DEMO-01,475.0,364.62,207.22,32068.4,2.996
BLK-1349,DEMO-01,475.0,364.62,222.11,32068.4,2.909
BLK-1350,DEMO-01,475.0,364.62,237.0,32068.4,2.888
BLK-1351,DEMO-01,475.0,407.69,103.0,32068.4,2.935
BLK-1352,DEMO-01,475.0,407.69,117.89,32068.4,2.921
BLK-1353,DEMO-01,475.0,407.69,132.78,32068.4,2.916
BLK-1354,DEMO-01,475.0,407.69,147.67,32068.4,2.888
BLK-1355,DEMO-01,475.0,407.69,162.56,32068.4,2.911
BLK-1356,DEMO-01,475.0,407.69,177.44,32068.4,3.049
BLK-1357,DEMO-01,475.0,407.69,192.33,32068.4,3.04
BLK-1358,DEMO-01,475.0,407.69,207.22,32068.4,2.915
BLK-1359,DEMO-01,475.0,407.69,222.11,32068.4,2.928
BLK-1360,DEMO-01,475.0,407.69,237.0,32068.4,2.91
BLK-1361,DEMO-01,475.0,450.77,103.0,32068.4,2.917
BLK-1362,DEMO-01,475.0,450.77,117.89,32068.4,2.932
BLK-1363,DEMO-01,475.0,450.77,132.78,32068.4,2.912
BLK-1364,DEMO-01,475.0,450.77,147.67,32068.4,2.908
BLK-1365,DEMO-01,475.0,450.77,162.56,32068.4,2.953
BLK-1366,DEMO-01,475.0,450.77,177.44,32068.4,2.969
BLK-1367,DEMO-01,475.0,450.77,192.33,32068.4,2.946
BLK-1368,DEMO-01,475.0,450.77,207.22,32068.4,2.908
BLK-1369,DEMO-01,475.0,450.77,222.11,32068.4,2.935
BLK-1370,DEMO-01,475.0,450.77,237.0,32068.4,2.92
BLK-1371,DEMO-01,475.0,493.85,103.0,32068.4,2.922
BLK-1372,DEMO-01,475.0,493.85,117.89,32068.4,2.918
BLK-1373,DEMO-01,475.0,493.85,132.78,32068.4,2.91
BLK-1374,DEMO-01,475.0,493.85,147.67,32068.4,2.916
BLK-1375,DEMO-01,475.0,493.85,162.56,32068.4,2.913
BLK-1376,DEMO-01,475.0,493.85,177.44,32068.4,2.941
BLK-1377,DEMO-01,475.0,493.85,192.33,32068.4,2.919
BLK-1378,DEMO-01,475.0,493.85,207.22,32068.4,2.897
BLK-1379,DEMO-01,475.0,493.85,222.11,32068.4,2.894
BLK-1380,DEMO-01,475.0,493.85,237.0,32068.4,2.893
BLK-1381,DEMO-01,475.0,536.92,103.0,32068.4,2.924
BLK-1382,DEMO-01,475.0,536.92,117.89,32068.4,2.901
BLK-1383,DEMO-01,475.0,536.92,132.78,32068.4,2.92
BLK-1384,DEMO-01,475.0,536.92,147.67,32068.4,2.918
BLK-1385,DEMO-01,475.0,536.92,162.56,32068.4,2.915
BLK-1386,DEMO-01,475.0,536.92,177.44,32068.4,2.923
BLK-1387,DEMO-01,475.0,536.92,192.33,32068.4,2.92
BLK-1388,DEMO-01,475.0,536.92,207.22,32068.4,2.881
BLK-1389,DEMO-01,475.0,536.92,222.11,32068.4,2.912
BLK-1390,DEMO-01,475.0,536.92,237.0,32068.4,2.922
BLK-1391,DEMO-01,475.0,580.0,103.0,32068.4,2.938
BLK-1392,DEMO-01,475.0,580.0,117.89,32068.4,2.938
BLK-1393,DEMO-01,475.0,580.0,132.78,32068.4,2.898
BLK-1394,DEMO-01,475.0,580.0,147.67,32068.4,2.912
BLK-1395,DEMO-01,475.0,580.0,162.56,32068.4,2.896
BLK-1396,DEMO-01,475.0,580.0,177.44,32068.4,2.936
BLK-1397,DEMO-01,475.0,580.0,192.33,32068.4,2.93
BLK-1398,DEMO-01,475.0,580.0,207.22,32068.4,2.921
BLK-1399,DEMO-01,475.0,580.0,222.11,32068.4,2.918
BLK-1400,DEMO-01,475.0,580.0,237.0,32068.4,2.934
BLK-1401,DEMO-01,525.0,20.0,103.0,32068.4,2.932
BLK-1402,DEMO-01,525.0,20.0,117.89,32068.4,2.931
BLK-1403,DEMO-01,525.0,20.0,132.78,32068.4,2.922
BLK-1404,DEMO-01,525.0,20.0,147.67,32068.4,2.912
BLK-1405,DEMO-01,525.0,20.0,162.56,32068.4,2.926
BLK-1406,DEMO-01,525.0,20.0,177.44,32068.4,2.927
BLK-1407,DEMO-01,525.0,20.0,192.33,32068.4,2.915
BLK-1408,DEMO-01,525.0,20.0,207.22,32068.4,2.913
BLK-1409,DEMO-01,525.0,20.0,222.11,32068.4,2.931
BLK-1410,DEMO-01,525.0,20.0,237.0,32068.4,2.938
BLK-1411,DEMO-01,525.0,63.08,103.0,32068.4,2.906
BLK-1412,DEMO-01,525.0,63.08,117.89,32068.4,2.913
BLK-1413,DEMO-01,525.0,63.08,132.78,32068.4,2.921
BLK-1414,DEMO-01,525.0,63.08,147.67,32068.4,2.923
BLK-1415,DEMO-01,525.0,63.08,162.56,32068.4,2.909
BLK-1416,DEMO-01,525.0,63.08,177.44,32068.4,2.945
BLK-1417,DEMO-01,525.0,63.08,192.33,32068.4,2.932
BLK-1418,DEMO-01,525.0,63.08,207.22,32068.4,2.926
BLK-1419,DEMO-01,525.0,63.08,222.11,32068.4,2.939
BLK-1420,DEMO-01,525.0,63.08,237.0,32068.4,2.91
BLK-1421,DEMO-01,525.0,106.15,103.0,32068.4,2.915
BLK-1422,DEMO-01,525.0,106.15,117.89,32068.4,2.9
BLK-1423,DEMO-01,525.0,106.15,132.78,32068.4,2.914
BLK-1424,DEMO-01,525.0,106.15,147.67,32068.4,2.897
BLK-1425,DEMO-01,525.0,106.15,162.56,32068.4,2.931
BLK-1426,DEMO-01,525.0,106.15,177.44,32068.4,2.959
BLK-1427,DEMO-01,525.0,106.15,192.33,32068.4,2.939
BLK-1428,DEMO-01,525.0,106.15,207.22,32068.4,2.917
BLK-1429,DEMO-01,525.0,106.15,222.11,32068.4,2.926
BLK-1430,DEMO-01,525.0,106.15,237.0,32068.4,2.901
BLK-1431,DEMO-01,525.0,149.23,103.0,32068.4,2.919
BLK-1432,DEMO-01,525.0,149.23,117.89,32068.4,2.925
BLK-1433,DEMO-01,525.0,149.23,132.78,32068.4,2.893
BLK-1434,DEMO-01,525.0,149.23,147.67,32068.4,2.926
BLK-1435,DEMO-01,525.0,149.23,162.56,32068.4,2.928
BLK-1436,DEMO-01,525.0,149.23,177.44,32068.4,3.038
BLK-1437,DEMO-01,525.0,149.23,192.33,32068.4,2.948
BLK-1438,DEMO-01,525.0,149.23,207.22,32068.4,2.937
BLK-1439,DEMO-01,525.0,149.23,222.11,32068.4,2.901
BLK-1440,DEMO-01,525.0,149.23,237.0,32068.4,2.894
BLK-1441,DEMO-01,525.0,192.31,103.0,32068.4,2.918
BLK-1442,DEMO-01,525.0,192.31,117.89,32068.4,2.911
BLK-1443,DEMO-01,525.0,192.31,132.78,32068.4,2.896
BLK-1444,DEMO-01,525.0,192.31,147.67,32068.4,2.924
BLK-1445,DEMO-01,525.0,192.31,162.56,32068.4,2.917
BLK-1446,DEMO-01,525.0,192.31,177.44,32068.4,3.097
BLK-1447,DEMO-01,525.0,192.31,192.33,32068.4,3.056
BLK-1448,DEMO-01,525.0,192.31,207.22,32068.4,2.939
BLK-1449,DEMO-01,525.0,192.31,222.11,32068.4,2.933
BLK-1450,DEMO-01,525.0,192.31,237.0,32068.4,2.931
BLK-1451,DEMO-01,525.0,235.38,103.0,32068.4,2.914
BLK-1452,DEMO-01,525.0,235.38,117.89,32068.4,2.884
BLK-1453,DEMO-01,525.0,235.38,132.78,32068.4,2.921
BLK-1454,DEMO-01,525.0,235.38,147.67,32068.4,2.936
BLK-1455,DEMO-01,525.0,235.38,162.56,32068.4,2.934
BLK-1456,DEMO-01,525.0,235.38,177.44,32068.4,2.98
BLK-1457,DEMO-01,525.0,235.38,192.33,32068.4,3.15
BLK-1458,DEMO-01,525.0,235.38,207.22,32068.4,3.021
BLK-1459,DEMO-01,525.0,235.38,222.11,32068.4,2.947
BLK-1460,DEMO-01,525.0,235.38,237.0,32068.4,2.898
BLK-1461,DEMO-01,525.0,278.46,103.0,32068.4,2.901
BLK-1462,DEMO-01,525.0,278.46,117.89,32068.4,2.929
BLK-1463,DEMO-01,525.0,278.46,132.78,32068.4,2.911
BLK-1464,DEMO-01,525.0,278.46,147.67,32068.4,2.901
BLK-1465,DEMO-01,525.0,278.46,162.56,32068.4,2.936
BLK-1466,DEMO-01,525.0,278.46,177.44,32068.4,2.927
BLK-1467,DEMO-01,525.0,278.46,192.33,32068.4,3.031
BLK-1468,DEMO-01,525.0,278.46,207.22,32068.4,3.191
BLK-1469,DEMO-01,525.0,278.46,222.11,32068.4,3.01
BLK-1470,DEMO-01,525.0,278.46,237.0,32068.4,2.917
BLK-1471,DEMO-01,525.0,321.54,103.0,32068.4,2.935
BLK-1472,DEMO-01,525.0,321.54,117.89,32068.4,2.928
BLK-1473,DEMO-01,525.0,321.54,132.78,32068.4,2.909
BLK-1474,DEMO-01,525.0,321.54,147.67,32068.4,2.909
BLK-1475,DEMO-01,525.0,321.54,162.56,32068.4,2.935
BLK-1476,DEMO-01,525.0,321.54,177.44,32068.4,2.941
BLK-1477,DEMO-01,525.0,321.54,192.33,32068.4,3.049
BLK-1478,DEMO-01,525.0,321.54,207.22,32068.4,3.406
BLK-1479,DEMO-01,525.0,321.54,222.11,32068.4,3.066
BLK-1480,DEMO-01,525.0,321.54,237.0,32068.4,2.907
BLK-1481,DEMO-01,525.0,364.62,103.0,32068.4,2.92
BLK-1482,DEMO-01,525.0,364.62,117.89,32068.4,2.898
BLK-1483,DEMO-01,525.0,364.62,132.78,32068.4,2.91
BLK-1484,DEMO-01,525.0,364.62,147.67,32068.4,2.906
BLK-1485,DEMO-01,525.0,364.62,162.56,32068.4,2.91
BLK-1486,DEMO-01,525.0,364.62,177.44,32068.4,2.954
BLK-1487,DEMO-01,525.0,364.62,192.33,32068.4,3.327
BLK-1488,DEMO-01,525.0,364.62,207.22,32068.4,3.422
BLK-1489,DEMO-01,525.0,364.62,222.11,32068.4,2.98
BLK-1490,DEMO-01,525.0,364.62,237.0,32068.4,2.941
BLK-1491,DEMO-01,525.0,407.69,103.0,32068.4,2.914
BLK-1492,DEMO-01,525.0,407.69,117.89,32068.4,2.909
BLK-1493,DEMO-01,525.0,407.69,132.78,32068.4,2.939
BLK-1494,DEMO-01,525.0,407.69,147.67,32068.4,2.909
BLK-1495,DEMO-01,525.0,407.69,162.56,32068.4,2.922
BLK-1496,DEMO-01,525.0,407.69,177.44,32068.4,3.116
BLK-1497,DEMO-01,525.0,407.69,192.33,32068.4,3.367
BLK-1498,DEMO-01,525.0,407.69,207.22,32068.4,3.044
BLK-1499,DEMO-01,525.0,407.69,222.11,32068.4,2.927
BLK-1500,DEMO-01,525.0,407.69,237.0,32068.4,2.933
BLK-1501,DEMO-01,525.0,450.77,103.0,32068.4,2.928
BLK-1502,DEMO-01,525.0,450.77,117.89,32068.4,2.933
BLK-1503,DEMO-01,525.0,450.77,132.78,32068.4,2.915
BLK-1504,DEMO-01,525.0,450.77,147.67,32068.4,2.905
BLK-1505,DEMO-01,525.0,450.77,162.56,32068.4,2.965
BLK-1506,DEMO-01,525.0,450.77,177.44,32068.4,3.083
BLK-1507,DEMO-01,525.0,450.77,192.33,32068.4,3.069
BLK-1508,DEMO-01,525.0,450.77,207.22,32068.4,2.94
BLK-1509,DEMO-01,525.0,450.77,222.11,32068.4,2.938
BLK-1510,DEMO-01,525.0,450.77,237.0,32068.4,2.919
BLK-1511,DEMO-01,525.0,493.85,103.0,32068.4,2.929
BLK-1512,DEMO-01,525.0,493.85,117.89,32068.4,2.89
BLK-1513,DEMO-01,525.0,493.85,132.78,32068.4,2.91
BLK-1514,DEMO-01,525.0,493.85,147.67,32068.4,2.892
BLK-1515,DEMO-01,525.0,493.85,162.56,32068.4,2.931
BLK-1516,DEMO-01,525.0,493.85,177.44,32068.4,2.952
BLK-1517,DEMO-01,525.0,493.85,192.33,32068.4,2.966
BLK-1518,DEMO-01,525.0,493.85,207.22,32068.4,2.931
BLK-1519,DEMO-01,525.0,493.85,222.11,32068.4,2.93
BLK-1520,DEMO-01,525.0,493.85,237.0,32068.4,2.914
BLK-1521,DEMO-01,525.0,536.92,103.0,32068.4,2.924
BLK-1522,DEMO-01,525.0,536.92,117.89,32068.4,2.923
BLK-1523,DEMO-01,525.0,536.92,132.78,32068.4,2.913
BLK-1524,DEMO-01,525.0,536.92,147.67,32068.4,2.902
BLK-1525,DEMO-01,525.0,536.92,162.56,32068.4,2.924
BLK-1526,DEMO-01,525.0,536.92,177.44,32068.4,2.929
BLK-1527,DEMO-01,525.0,536.92,192.33,32068.4,2.948
BLK-1528,DEMO-01,525.0,536.92,207.22,32068.4,2.929
BLK-1529,DEMO-01,525.0,536.92,222.11,32068.4,2.901
BLK-1530,DEMO-01,525.0,536.92,237.0,32068.4,2.925
BLK-1531,DEMO-01,525.0,580.0,103.0,32068.4,2.916
BLK-1532,DEMO-01,525.0,580.0,117.89,32068.4,2.91
BLK-1533,DEMO-01,525.0,580.0,132.78,32068.4,2.912
BLK-1534,DEMO-01,525.0,580.0,147.67,32068.4,2.907
BLK-1535,DEMO-01,525.0,580.0,162.56,32068.4,2.928
BLK-1536,DEMO-01,525.0,580.0,177.44,32068.4,2.898
BLK-1537,DEMO-01,525.0,580.0,192.33,32068.4,2.905
BLK-1538,DEMO-01,525.0,580.0,207.22,32068.4,2.915
BLK-1539,DEMO-01,525.0,580.0,222.11,32068.4,2.938
BLK-1540,DEMO-01,525.0,580.0,237.0,32068.4,2.93
BLK-1541,DEMO-01,575.0,20.0,103.0,32068.4,2.895
BLK-1542,DEMO-01,575.0,20.0,117.89,32068.4,2.934
BLK-1543,DEMO-01,575.0,20.0,132.78,32068.4,2.934
BLK-1544,DEMO-01,575.0,20.0,147.67,32068.4,2.901
BLK-1545,DEMO-01,575.0,20.0,162.56,32068.4,2.883
BLK-1546,DEMO-01,575.0,20.0,177.44,32068.4,2.915
BLK-1547,DEMO-01,575.0,20.0,192.33,32068.4,2.931
BLK-1548,DEMO-01,575.0,20.0,207.22,32068.4,2.937
BLK-1549,DEMO-01,575.0,20.0,222.11,32068.4,2.905
BLK-1550,DEMO-01,575.0,20.0,237.0,32068.4,2.939
BLK-1551,DEMO-01,575.0,63.08,103.0,32068.4,2.887
BLK-1552,DEMO-01,575.0,63.08,117.89,32068.4,2.911
BLK-1553,DEMO-01,575.0,63.08,132.78,32068.4,2.911
BLK-1554,DEMO-01,575.0,63.08,147.67,32068.4,2.931
BLK-1555,DEMO-01,575.0,63.08,162.56,32068.4,2.933
BLK-1556,DEMO-01,575.0,63.08,177.44,32068.4,2.93
BLK-1557,DEMO-01,575.0,63.08,192.33,32068.4,2.9
BLK-1558,DEMO-01,575.0,63.08,207.22,32068.4,2.928
BLK-1559,DEMO-01,575.0,63.08,222.11,32068.4,2.923
BLK-1560,DEMO-01,575.0,63.08,237.0,32068.4,2.894
BLK-1561,DEMO-01,575.0,106.15,103.0,32068.4,2.889
BLK-1562,DEMO-01,575.0,106.15,117.89,32068.4,2.93
BLK-1563,DEMO-01,575.0,106.15,132.78,32068.4,2.914
BLK-1564,DEMO-01,575.0,106.15,147.67,32068.4,2.899
BLK-1565,DEMO-01,575.0,106.15,162.56,32068.4,2.915
BLK-1566,DEMO-01,575.0,106.15,177.44,32068.4,2.93
BLK-1567,DEMO-01,575.0,106.15,192.33,32068.4,2.919
BLK-1568,DEMO-01,575.0,106.15,207.22,32068.4,2.896
BLK-1569,DEMO-01,575.0,106.15,222.11,32068.4,2.941
BLK-1570,DEMO-01,575.0,106.15,237.0,32068.4,2.929
BLK-1571,DEMO-01,575.0,149.23,103.0,32068.4,2.912
BLK-1572,DEMO-01,575.0,149.23,117.89,32068.4,2.912
BLK-1573,DEMO-01,575.0,149.23,132.78,32068.4,2.921
BLK-1574,DEMO-01,575.0,149.23,147.67,32068.4,2.902
BLK-1575,DEMO-01,575.0,149.23,162.56,32068.4,2.935
BLK-1576,DEMO-01,575.0,149.23,177.44,32068.4,2.932
BLK-1577,DEMO-01,575.0,149.23,192.33,32068.4,2.924
BLK-1578,DEMO-01,575.0,149.23,207.22,32068.4,2.901
BLK-1579,DEMO-01,575.0,149.23,222.11,32068.4,2.901
BLK-1580,DEMO-01,575.0,149.23,237.0,32068.4,2.938
BLK-1581,DEMO-01,575.0,192.31,103.0,32068.4,2.917
BLK-1582,DEMO-01,575.0,192.31,117.89,32068.4,2.919
BLK-1583,DEMO-01,575.0,192.31,132.78,32068.4,2.89
BLK-1584,DEMO-01,575.0,192.31,147.67,32068.4,2.909
BLK-1585,DEMO-01,575.0,192.31,162.56,32068.4,2.941
BLK-1586,DEMO-01,575.0,192.31,177.44,32068.4,3.003
BLK-1587,DEMO-01,575.0,192.31,192.33,32068.4,2.928
BLK-1588,DEMO-01,575.0,192.31,207.22,32068.4,2.921
BLK-1589,DEMO-01,575.0,192.31,222.11,32068.4,2.921
BLK-1590,DEMO-01,575.0,192.31,237.0,32068.4,2.933
BLK-1591,DEMO-01,575.0,235.38,103.0,32068.4,2.908
BLK-1592,DEMO-01,575.0,235.38,117.89,32068.4,2.887
BLK-1593,DEMO-01,575.0,235.38,132.78,32068.4,2.903
BLK-1594,DEMO-01,575.0,235.38,147.67,32068.4,2.902
BLK-1595,DEMO-01,575.0,235.38,162.56,32068.4,2.929
